DEBUG 2019-05-22 22:01:53,195 [1    ] Abp.Modules.AbpModuleManager             - 15 modules loaded.
DEBUG 2019-05-22 22:01:53,261 [1    ] o.Configuration.LanguageManagementConfig - Converted Abp (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2019-05-22 22:01:53,261 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpZero (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2019-05-22 22:01:53,261 [1    ] o.Configuration.LanguageManagementConfig - Converted PMTool16Bit (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2019-05-22 22:01:53,261 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpWeb (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2019-05-22 22:01:53,494 [1    ] ameworkCore.AbpEntityFrameworkCoreModule - Registering DbContext: PMTool16Bit.EntityFrameworkCore.PMTool16BitDbContext, PMTool16Bit.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-05-22 22:01:53,848 [1    ] Abp.Localization.LocalizationManager     - Initializing 4 localization sources.
DEBUG 2019-05-22 22:01:53,891 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: Abp
DEBUG 2019-05-22 22:01:53,901 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpZero
DEBUG 2019-05-22 22:01:53,905 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: PMTool16Bit
DEBUG 2019-05-22 22:01:53,909 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpWeb
DEBUG 2019-05-22 22:01:53,941 [1    ] Abp.BackgroundJobs.BackgroundJobManager  - Start background worker: Abp.BackgroundJobs.BackgroundJobManager
DEBUG 2019-05-22 22:01:53,988 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 10 classes define auto mapping attributes
DEBUG 2019-05-22 22:01:53,988 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PMTool16Bit.Models.TokenAuth.ExternalLoginProviderInfoModel
DEBUG 2019-05-22 22:01:53,995 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PMTool16Bit.Users.Dto.CreateUserDto
DEBUG 2019-05-22 22:01:53,996 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PMTool16Bit.Users.Dto.UserDto
DEBUG 2019-05-22 22:01:53,996 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PMTool16Bit.Sessions.Dto.TenantLoginInfoDto
DEBUG 2019-05-22 22:01:53,996 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PMTool16Bit.Sessions.Dto.UserLoginInfoDto
DEBUG 2019-05-22 22:01:53,996 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PMTool16Bit.Roles.Dto.CreateRoleDto
DEBUG 2019-05-22 22:01:53,996 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PMTool16Bit.Roles.Dto.PermissionDto
DEBUG 2019-05-22 22:01:53,996 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PMTool16Bit.Roles.Dto.RoleDto
DEBUG 2019-05-22 22:01:53,997 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PMTool16Bit.MultiTenancy.Dto.CreateTenantDto
DEBUG 2019-05-22 22:01:53,997 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PMTool16Bit.MultiTenancy.Dto.TenantDto
INFO  2019-05-22 22:01:58,309 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/  
INFO  2019-05-22 22:01:59,554 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing action PMTool16Bit.Web.Host.Controllers.HomeController.Index (PMTool16Bit.Web.Host)
INFO  2019-05-22 22:01:59,915 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method PMTool16Bit.Web.Host.Controllers.HomeController.Index (PMTool16Bit.Web.Host) - Validation state: Valid
INFO  2019-05-22 22:01:59,919 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method PMTool16Bit.Web.Host.Controllers.HomeController.Index (PMTool16Bit.Web.Host), returned result Microsoft.AspNetCore.Mvc.RedirectResult in 1.9898ms.
INFO  2019-05-22 22:02:00,154 [10   ] vc.Infrastructure.RedirectResultExecutor - Executing RedirectResult, redirecting to /swagger.
INFO  2019-05-22 22:02:00,167 [10   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action PMTool16Bit.Web.Host.Controllers.HomeController.Index (PMTool16Bit.Web.Host) in 609.76ms
INFO  2019-05-22 22:02:00,230 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 1925.2915ms 302 
INFO  2019-05-22 22:02:00,232 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/index.html  
INFO  2019-05-22 22:02:00,270 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 38.3477ms 200 text/html
INFO  2019-05-22 22:02:00,292 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui.css  
INFO  2019-05-22 22:02:00,315 [10   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui.css was not modified
INFO  2019-05-22 22:02:00,318 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 25.91ms 304 text/css
INFO  2019-05-22 22:02:00,394 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-bundle.js  
INFO  2019-05-22 22:02:00,395 [10   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-bundle.js was not modified
INFO  2019-05-22 22:02:00,395 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 1.5992ms 304 application/javascript
INFO  2019-05-22 22:02:00,400 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-standalone-preset.js  
INFO  2019-05-22 22:02:00,401 [7    ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-standalone-preset.js was not modified
INFO  2019-05-22 22:02:00,401 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.9542ms 304 application/javascript
INFO  2019-05-22 22:02:46,064 [16   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/  
INFO  2019-05-22 22:02:46,085 [16   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing action PMTool16Bit.Web.Host.Controllers.HomeController.Index (PMTool16Bit.Web.Host)
INFO  2019-05-22 22:02:46,088 [16   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method PMTool16Bit.Web.Host.Controllers.HomeController.Index (PMTool16Bit.Web.Host) - Validation state: Valid
INFO  2019-05-22 22:02:46,088 [16   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method PMTool16Bit.Web.Host.Controllers.HomeController.Index (PMTool16Bit.Web.Host), returned result Microsoft.AspNetCore.Mvc.RedirectResult in 0.0051ms.
INFO  2019-05-22 22:02:46,107 [15   ] vc.Infrastructure.RedirectResultExecutor - Executing RedirectResult, redirecting to /swagger.
INFO  2019-05-22 22:02:46,107 [15   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action PMTool16Bit.Web.Host.Controllers.HomeController.Index (PMTool16Bit.Web.Host) in 21.7891ms
INFO  2019-05-22 22:02:46,107 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 43.3656ms 302 
INFO  2019-05-22 22:02:46,116 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/index.html  
INFO  2019-05-22 22:02:46,118 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 1.3641ms 200 text/html
INFO  2019-05-22 22:02:46,143 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-bundle.js  
INFO  2019-05-22 22:02:46,144 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui.css  
INFO  2019-05-22 22:02:46,144 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-standalone-preset.js  
INFO  2019-05-22 22:02:46,144 [14   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-standalone-preset.js was not modified
INFO  2019-05-22 22:02:46,144 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.7242ms 304 application/javascript
INFO  2019-05-22 22:02:46,145 [6    ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui.css was not modified
INFO  2019-05-22 22:02:46,145 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.8204ms 304 text/css
INFO  2019-05-22 22:02:46,145 [15   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-bundle.js was not modified
INFO  2019-05-22 22:02:46,145 [15   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 2.3138ms 304 application/javascript
INFO  2019-05-22 22:03:18,462 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/  
INFO  2019-05-22 22:03:18,475 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing action PMTool16Bit.Web.Host.Controllers.HomeController.Index (PMTool16Bit.Web.Host)
INFO  2019-05-22 22:03:18,479 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method PMTool16Bit.Web.Host.Controllers.HomeController.Index (PMTool16Bit.Web.Host) - Validation state: Valid
INFO  2019-05-22 22:03:18,479 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method PMTool16Bit.Web.Host.Controllers.HomeController.Index (PMTool16Bit.Web.Host), returned result Microsoft.AspNetCore.Mvc.RedirectResult in 0.0041ms.
INFO  2019-05-22 22:03:18,493 [6    ] vc.Infrastructure.RedirectResultExecutor - Executing RedirectResult, redirecting to /swagger.
INFO  2019-05-22 22:03:18,493 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action PMTool16Bit.Web.Host.Controllers.HomeController.Index (PMTool16Bit.Web.Host) in 18.124ms
INFO  2019-05-22 22:03:18,494 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 31.7962ms 302 
INFO  2019-05-22 22:03:18,497 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger  
INFO  2019-05-22 22:03:18,501 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 3.1477ms 301 
INFO  2019-05-22 22:03:18,504 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/index.html  
INFO  2019-05-22 22:03:18,507 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 2.1419ms 200 text/html
INFO  2019-05-22 22:03:46,805 [17   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/  
